playerId,playerName,position,team,gp,points_ratio,plusMinus_ratio,shg_ratio,faceoffPctg_ratio,blocks_ratio,hits_ratio,pim_ratio
8480871,Adam Boqvist,D,CBJ,46,0.3160670342126256,-0.10708493732911913,0.0,0.0,0.5137383378233643,0.28660762002225815,0.1112301230269726
8480873,Rasmus Sandin,D,"TOR,WSH",71,0.27901200653140684,0.017260176505588174,0.0,0.0,0.5691268551401566,0.7580934124760148,0.2240691852898969
8480878,Nils Lundkvist,D,DAL,60,0.18037233320567922,-0.04475458289760539,0.0,0.0,0.5250406337397312,0.4210250585129499,0.22792217929295777
8478831,Kevin Stenlund,F,WPG,54,0.11741759061493538,0.030062225027761014,0.03115359955392207,0.006422192080621781,0.29402173094330186,0.335761154389992,0.1900689109956993
8480880,Jakub Lauko,F,BOS,23,0.19679613037780122,0.05064262643991719,0.0,0.0,0.18127159337196144,0.7562057313777263,0.21991857658874883
8480879,Jacob Bernard-Docker,D,OTT,19,0.04302437117457934,-0.05506530899381072,0.0,0.0,0.6046827887964837,0.4970139897163168,0.21992907358395689
8480884,Calen Addison,D,MIN,62,0.26636743724959083,-0.14037798805262114,0.0,0.0,0.3700314277182079,0.19341307964608828,0.1924001767295188
8480887,Jordan Harris,D,MTL,65,0.1704644975017219,-0.020223446685841823,0.0,0.0,0.6298727778327853,0.40961611664414455,0.21349926581003748
8478840,Will Borgen,D,SEA,82,0.17062861515930702,0.06192665301251746,0.0,0.0,0.49298122685959045,0.9175373914908388,0.26425386492700575
8476792,Torey Krug,D,STL,63,0.3053170295076633,-0.1631911395810506,0.0,0.0,0.680219330767931,0.3692725477911511,0.17881201450753706
8480891,Michael Kesselring,D,ARI,9,0.19999999999999998,-0.052911466859509725,0.0,0.0,0.4058862493348271,0.5522847498307933,0.34314575050761975
8480893,Kirill Marchenko,F,CBJ,59,0.24665623637974593,-0.17772548428579754,0.0,0.007291177332332627,0.3729021197958154,0.3354524814764545,0.15257075073674525
